human,regen1,regen2,sim_llm_score,sim_human_score
"해양수산부는 4일 행정안전부・해양경찰청・더핑크퐁컴퍼니와 함께 물놀이 안전사고 예방용 홍보 영상 아기상어 구명조끼송 을 선보인다고 밝혔는데, 올해 사회적 거리두기 완화와 무더운 여름 날씨로 물놀이 피서객 급증이 전망됨에 따라 안전사고 예방 교육을 위해 이번 캠페인이 추진됐으며, 올해 사회적 거리두기 완화와 무더운 여름 날씨로 물놀이 피서객 급증이 전망됨에 따라 이번 캠페인이 추진됐다.","해양수산부는 4일 행정안전부·해양경찰청·더핑크퐁컴퍼니와 협력하여 물놀이 안전사고 예방을 위한 홍보영상 '아기상어 구명조끼 송'을 공개한다고 밝혔다. 이는 올해 사회적 거리 두기의 완화와 무더운 여름 날씨의 영향으로 물놀이를 즐기려는 사람들이 증가할 것으로 예상되어 안전사고 예방 교육을 목적으로 기획되었으며, 이러한 이유로 이 캠페인이 진행되게 되었다.","해양수산부는 4일 행정안전부·해양경찰청·더 핑크 퐁 컴퍼니와 협력해 물놀이 안전사고 예방을 위한 홍보영상 '아기 상어 구명조끼 송'을 공개한다고 밝혔다. 이는 올해 사회적 거리두기 완화와 무더운 날씨로 인해 물놀이를 즐기려는 사람이 늘어날 것으로 보여 안전사고 예방 교육을 위해 기획됐으며, 이런 이유로 해당 캠페인을 진행하게 됐다.",-1.7831642627716064,-2.0791306495666504
정부가 23년 만에 외국환거래법 전면 개편에 나서면서 한국의 독자적 금융제재가 가능해질지 주목되는 가운데 기획재정부에 따르면 신외환법 제정에 착수하면서 금융제재와 관련한 외국환거래법 규정도 살펴보고 있다며 필요할 경우 독자적으로 금융제재 대상을 지정할 수 있도록 관련 규정의 신설이나 개정을 검토하고 있는 것으로 알려졌다.,"정부가 23년 만에 외국환거래법을 전면 개편함에 따라, 한국의 독자적인 금융 제재가 가능할지 관심이 집중되고 있으며, 기획재정부에 의하면 신 외환법 제정이 시작되면서 금융 제재와 연관된 외국환거래법의 규정들도 검토 중이며, 필요시 독자적으로 금융 제재의 대상을 정할 수 있게 해당 규정의 신설 또는 변경을 고려 중인 것으로 전해졌다.","정부가 23년 만에 외국환거래법을 전면 개편하면서, 한국의 독자적인 금융 제재 가능성이 주목받고 있다. 기획재정부에 따르면, 신 외환법 제정과 함께 금융 제재 관련 규정을 검토하며, 필요 시 독자적 금융 제재 대상 선정을 위한 규정 신설이나 변경도 고려 중이다.",-2.2380330562591553,-2.8189690113067627
이복현 금융감독원장은 긴급 리스크 점검회의를 개최해 서민·취약계층이 금리상승 자산시장 가격조정으로 과도한 상환부담을 겪지 않도록 연착륙 방안을 적극적이고 세밀하게 모색해달라고 밝히며 차주부실 담보가치 하락에 따른 개별 금융사의 유동성·건전성 리스크를 집중적으로 관리해야하며 금융시스템 리스크로 전이되지 않도록 모니터링 강화 및 대응체계를 구체화해달라고 강조했다.,"이복현 금융감독원장은 긴급 리스크 점검 회의를 개최하여, 서민과 취약 계층이 금리 상승이나 자산 시장 가격 조정으로 인해 과도한 상환 부담을 겪지 않도록 연착륙 방안을 적극적이고 세밀하게 모색할 것을 당부하였으며, 이와 함께 차주의 부실 또는 담보 가치의 하락 등으로 인한 개별 금융 회사의 유동성과 건전성 리스크를 집중적으로 관리해야 한다고 강조하면서, 이러한 리스크가 금융 시스템 전반으로 전이되지 않도록 모니터링을 강화하고 대응 체계를 더욱 구체적으로 마련해야 한다고 말했다.","금융감독원장인 이복현은 긴급 리스크 점검 회의에서, 금리 인상 혹은 자산 시장의 가격 변동으로 인해 서민 및 취약 계층이 과도한 상환 부담에 시달리지 않도록 연착륙 방안의 적극적이고 세부적인 모색을 주문했다. 아울러 그는 차주 부실 또는 담보 가치 감소 등에 따른 개별 금융사의 유동성 및 건전성 리스크 관리를 중점적으로 해야 하며, 이러한 리스크가 전체 금융 시스템으로 확산되지 않게끔 감시 활동을 증강시키고 대응 체계 구축을 보다 상세히 할 필요가 있다고 언급하였다.",-2.7966041564941406,-2.5465540885925293
8일 교육부가 충남대에서 반도체 분야 인재 양성 포럼을 개최하고 고교 단계에서의 반도체 분야 인재 양성 포럼에서 반도체 활용 분야가 증가함에 따라 석·박사급뿐 아니라 고등학교 졸업과 실무를 수행할 인재도 길러야 한다고 밝혔다.,교육부는 8일 충남대에서 열린 반도체 분야 인재양성 포럼에서 고등학교 단계에서도 반도체 활용 분야의 확대에 발맞춰 석·박사급은 물론 고등학교 졸업 후 바로 실무에 투입될 인재들을 육성해야 한다고 강조했다.,교육부는 8일 충남대에서 개최된 반도체 분야 인재 양성 포럼에서 고등학교 단계에서의 반도체 활용 분야 확대에 발맞추어 석·박사급뿐만 아니라 고등학교 졸업 직후부터 즉시 실무에 투입 가능한 인재들의 육성이 필요하다고 역설했다.,-1.9668995141983032,-2.774982452392578
헤럴드경제 증권부 영풍정밀은 금호석유화학과 NB Latex N1 Line 신설Project 전기 계장 자재 공급계약을 113억7만원으로 2021년 매출 대비 14.4%에 해당하는 113억7의 규모로 체결했다고 1일 공시했다.,"헤럴드경제 증권부에 따르면, 영풍정밀은 금호석유화학과 NB Latex N1 Line 신설 Project 전기 계장 자재 공급 계약을 113억 7만 원, 즉 2021년 매출액의 14.4%에 해당하는 금액으로 체결하였으며 이를 1일에 공시하였다.","헤럴드경제 증권부 보도에 의하면, 영풍정밀은 금호석유화학과 NB Latex N1 Line 신설 프로젝트 전기 계장 자재 공급 계약을 113억 7만 원, 이는 2021년도 매출액의 14.4%에 상당하는 액수로 맺었으며 해당 사실을 1일 날 공표했다.",-1.9394519329071045,-1.5650849342346191
1일 산업통상자원부가 발표한 상반기 수출입 통계에 따르면 우리나라의 올해 상반기 무역적자가 100억달러를 웃돌며 상반기 기준 역대 최대 규모를 기록한 것으로 나타났다.,"산업통상자원부가 1일 발표한 상반기 수출입 통계에 의하면, 우리나라가 금년 상반기에 기록한 무역 적자는 100억 달러를 초과하여 상반기 기준으로 사상 최대 규모인 것으로 밝혀졌다.","산업통상자원부가 1일 공개한 상반기 수출입 통계를 보면, 올해 상반기에 우리나라의 무역적자가 100억달러를 넘어서며 상반기 기준으로 사상 최대치인 것으로 나타났다.",-2.3845431804656982,-2.7148916721343994
르노코리아자동차는 7월 신차 구매 고객들에게 할인혜택을 제공한다고 1일 밝혔는데 중형 SUV QM6의 경우 RE 시그니처 프리미에르 트림 구입시 30만원 상당의 편의사양 용품 보증연장 구입 지원 프로모션이 적용되며 2023년형 QM6는 RE시그니처 트림부터 드라이빙 어시스트 패키지가 기본 사양으로 적용됐다.,"르노코리아자동차가 7월 신차를 구매하는 고객에게 할인 혜택을 제공한다고 1일 밝혔다. 중형 SUV QM6의 경우, RE 시그니처와 프리미에르 트림을 구입하면 30만 원 상당의 편의 사양 용품이나 보증 연장 구입을 지원하는 프로모션을 적용하며, 2023년형 모델부터는 RE 시그니처 트림부터 드라이빙 어시스트 패키지를 기본 사양으로 탑재했다.","르노코리아 자동차가 7월에 신차를 구매하는 고객에게 할인 혜택을 제공한다고 1일에 밝혔다. 중형 SUV QM6의 경우에는, RE 시그니처 및 프리미에르 트림을 구입할 경우 30만 원 상당의 편의 사양 용품 혹은 보증 연장을 구입하도록 지원하는 프로모션이 적용되며, 2023년형 모델부터는 RE 시그니처 트림에서부터 드라이빙 어시스트 패키지가 기본 사양으로 탑재된다.",-1.122954249382019,-2.157216787338257
송옥렬 공정거래위원장 후보자는 과거 성희롱 발언 논란과 관련해 술을 급하게 마셔서 만취 상태였다는 것이 후회가 많이 된다 며 죄송하고 깊이 반성하고 있다 고 5일 밝혔으며 교수 재직 시절인 지난 2014년 회식자리에서 학생들의 외모에 등급을 매기는 발언을 했다는 의혹에 대해 팩트 대부분은 맞다 며 부정하고 싶은 생각은 없다 며 교수로서 편한 삶을 살아와서 모자란 점이 많다 고 언급했으며 흔히 말하는 낙마도 생각하고 있다 고 덧붙였다.,"송옥렬 공정거래위원장 후보자는 과거 성희롱 발언 논란과 관련하여, 술을 급히 마셔 만취 상태였던 것에 대한 후회를 표하며, 이에 대해 깊이 반성한다고 5일 밝혔다. 또한, 교수 재직 당시인 2014년에 있었던 회식 자리에서 학생들의 외모를 평가했다는 의혹에 대해서는 대부분의 사실이 맞다고 인정하면서, 교수로서의 편안한 삶으로 인해 부족했던 점을 언급했다. 아울러 그는 이른바 '낙마' 가능성에 대해서도 고려 중이라고 덧붙였다.","송옥렬 공정거래위원장 후보자는 과거 성희롱 발언 논란과 관련해 술에 취해 있던 상황을 후회하며, 이를 깊이 반성한다는 입장을 5일 밝혔다. 또, 2014년 교수 재임 시절의 회식자리에서 학생들 외모평가 의혹은 대부분 사실이며, 교수로서 편한 생활 때문에 부족했던 부분을 언급했다. 이와 함께 낙마의 가능성 역시 고민중임을 전했다.",-2.562307834625244,-3.1889166831970215
코일그룹은 6일 동대문 디자인플라자에서 열린 코리아 H2 비즈니스 서밋 2022 인베스터데이 에 참가해 수소 생산부터 운송·저장 발전사업까지 아우르는 코오롱 H2 플랫폼 을 구축할 것이라고 발표하고 수소연료전지를 중심으로 전개해 온 사업 분야를 확대 재편해 청정수소 생산부터 운송과 저장 이를 이용한 전력생산까지 원스톱 서비스가 가능한 플랫폼을 마련해 나갈 예정이며 수소 생산분야는 국내 풍력발전 시장을 선도하고 있는 코오롱글로벌과 협업해 진행한다.,"코일 그룹은 6일 동대문 디자인 플라자에서 열린 '코리아 H2 비즈니스 서밋 2022 인베스터 데이'에 참가하여, 수소 생산부터 운송·저장 및 발전사업을 아우르는 '코오롱 H2 플랫폼'을 구축하겠다고 발표했다. 그리고 지금까지 수소 연료 전지를 중심으로 전개해온 사업 분야를 확장 및 개편함으로써, 청정 수소의 생산부터 운송과 저장, 이에 따른 전력 생산까지의 원스톱 서비스를 제공할 수 있는 플랫폼을 만들 계획이며, 수소 생산 부문에서는 국내 풍력발전 시장을 이끌고 있는 코오롱 글로벌과 협력할 예정이다.","코오롱그룹이 6일 동대문디자인플라자에서 열린 '코리아H2비즈니스서밋2022인베스터데이'에 참가해 수소 생산부터 운송·저장 및 발전 사업을 아우르는 '코오롱H2플랫폼' 구축 계획을 발표하며, 기존의 수소연료전지 중심의 사업분야를 확장 및 개편해 청정수소 생산부터 운송과 저장, 전력 생산까지 원스톱 서비스를 제공하는 플랫폼을 만들고, 수소생산부문에서는 국내 풍력발전시장을 선도하는 코오롱글로벌과 협력할 예정이다.",-1.7687982320785522,-2.296987533569336
"BNK부산은행이 주택도시보증공사 HUG ‘표준 프로젝트 파이낸싱 PF 및 후분양 표준PF’ 대출의 주관 금융기관으로 선정되어, 오는 6일부터 2년간 각종 주택사업의 사업자 등에 대한 PF 대출을 담당하게 되어 사업장별 금리 차등없이 표준화된 금리를 제공하고 수수료를 면제하는 등 애로사항 해소를 위해 출시된 상품이다.","BNK부산은행이 주택도시보증공사 HUG '표준 프로젝트 파이낸싱 PF 및 후 분양 표준PF' 대출의 주관 금융기관으로 선정돼, 오는 6일부터 2년간 각종 주택 사업의 사업자 등에 대해 PF 대출을 담당하며, 사업장 별 금리 차등 없는 표준화된 금리 제공과 수수료 면제를 통해 애로사항 해소에 초점을 맞춘 상품이다.","BNK부산은행이 주택도시보증공사 HUG가 주관한 ‘표준 프로젝트 파이낸싱(PF) 및 후분양 표준PF’ 대출의 주관 금융기관으로 선정되어, 앞으로 2년 동안 6일부터 각종 주택사업의 사업자 등을 대상으로 PF대출을 진행할 예정이며, 이를 통해 각 사업장에 대한 금리 차별 없이 표준화된 금리를 제공하고 수수료를 면제하여 애로사항을 해결하는데 중점을 둔 상품이다.",-1.9121718406677246,-1.0060664415359497
야놀자는 올해 초 코로나19 확산으로 격리공간 수요가 증가함에 따라 서울시와 협약을 체결하고 재택환자 동거가족을 위한 ‘가족안심숙소’를 제공했으며 브랜드호텔 에이치애비뉴 2개점의 전 객실을 무상으로 지원해 총 1천5백여 명의 안전한 일상 복귀를 도왔다.,"야놀자는 올해 초 코로나19 확산에 따른 격리 공간 수요 증가에 대응하여, 서울시와 협약을 맺고 재택 환자 동거 가족을 위한 '가족 안심 숙소'를 제공하는 한편, 브랜드 호텔 에이치 애비뉴 2개 점의 전체 객실을 무상 지원함으로써 약 1천5백 명이 안전하게 일상에 복귀할 수 있도록 했다.","야놀자는 올해 초 코로나19 확산으로 늘어난 격리 공간 수요에 부응하기 위해, 서울시와 협약해 재택 환자의 동거 가족에게 '가족 안심 숙소'를 제공하고, 브랜드 호텔 에이치 애비뉴 2곳의 전 객실도 무상으로 지원하며, 이를 통해 약 1천500명이 안전하게 일상으로 돌아올 수 있게 하였다.",-1.6074590682983398,-2.1239185333251953
국토교통부는 6일 선도적으로 규제 혁신을 추진하기 위해 국토교통 규제개혁 혁신방안 을 시행한다고 밝혔으며 이를 위해 이날 오후 정부서울청사에서 민간위원 36명으로 구성된 국토교통 규제개혁위원회를 출범시키고 첫 회의를 열었다.,"국토교통부는 6일, 규제 혁신의 선도를 목표로 국토교통 규제 개혁 혁신 방안을 시행할 것이라 밝혔으며, 이에 따라 같은 날 오후에는 정부 서울 청사에서 민간 위원 36명으로 이루어진 국토교통 규제 개혁 위원회를 발족시켜 첫 회의를 개최했다.","국토교통부는 6일, 규제 혁신을 선도하기 위한 국토교통 규제 개혁 혁신 방안을 시행하겠다고 밝히며, 이와 함께 같은 날 오후에 정부 서울 청사에서 민간 위원 36명으로 구성된 국토교통 규제 개혁 위원회를 출범시키고 첫 회의를 열었다.",-1.3706303834915161,-3.13801908493042
부동산 투기 의혹 및 정치자금 유용 의혹으로 구설에 올랐던 김승희 보건복지부 장관 후보자가 4일 지명된 지 39일 만에 자진 사퇴하여 복지부는 5월 23일 정호영 전 후보자에 이어 장관 후보자가 연속으로 낙마한 첫 부처라는 불명예를 얻게 됐다.,"부동산 투기와 정치자금 유용 의혹 등으로 구설수에 오른 김승희 보건복지부 장관 후보자는 4일, 지명 후 39일 만에 스스로 물러났다. 이로써 복지부는 5월 23일 정호영 전 후보자의 낙마 이후 두 번째 장관 후보자 연속 낙마라는 불명예를 안게 되었다.","부동산 투기와 정치자금 유용 의혹 등으로 구설수에 올랐던 김승희 보건복지부 장관 후보자가 4일, 지명 후 39일 만에 자진 사퇴하였다. 이에 따라 복지부는 5월 23일 정호영 전 후보자의 낙마 이후 두 명의 장관 후보자가 연이어 낙마함으로써 불명예를 떠안게 되었다.",-1.2271291017532349,-2.2215137481689453
CJ푸드빌의 제빵 전문점 뚜레쥬르는 국내외 원부재료 가격 가공비 물류비 등 제반 비용 급증에 따른 불가피한 조치로 약 80개 제품의 가격을 평균 9.5% 올렸고 실제로 올리는 시점은 이달 중순이라고 6일 밝혔다.,"CJ푸드빌이 운영하는 뚜레쥬르는 원부자재와 가공비 및 물류비 등의 급격한 증가에 따라 약 80여 개 품목의 가격을 평균 9.5% 인상하며, 인상 시기는 이번 달 중순부터라고 6일 발표했다.","CJ 푸드빌에서 운영하는 뚜레쥬르가 원부자재와 가공비 및 물류비의 급격한 상승으로 인해 약 80여 개의 품목 가격을 평균 9.5% 올릴 예정이며, 인상 시점은 이달 중순부터 시작될 것이라고 6일에 밝혔다.",-2.4824204444885254,-3.1077017784118652
"금융금융을 시작으로 4대 금융그룹의 하반기 경영전략회의가 잇따라 개최되며 급변하는 시장 환경에 맞춘 새로운 청사진이 필요한 시점이고, 가파른 상승 곡선을 그리고 있는 금리는 올해 하반기 경영의 핵심 키워드가 될 것으로 보인다.","금융업을 시작으로 4대 금융 그룹의 하반기 경영전략 회의가 연이어 열리며 변화하는 시장 상황에 맞춘 새 비전이 요구되는 때이며, 급격히 오르는 금리 역시 올 하반기의 주요 화두가 될 전망이다.","금융업에서 출발한 4대 금융그룹의 하반기 경영전략 회의가 이어지며 변화하는 시장 환경에 맞는 새로운 비전이 필요한 시점이고, 가파르게 상승하는 금리도 이번 하반기를 관통할 핵심 주제로 여겨진다.",-2.908775568008423,-3.6339869499206543
