human,regen1,regen2,sim_llm_score,sim_human_score
"해양수산부는 4일 행정안전부・해양경찰청・더핑크퐁컴퍼니와 함께 물놀이 안전사고 예방용 홍보 영상 아기상어 구명조끼송 을 선보인다고 밝혔는데, 올해 사회적 거리두기 완화와 무더운 여름 날씨로 물놀이 피서객 급증이 전망됨에 따라 안전사고 예방 교육을 위해 이번 캠페인이 추진됐으며, 올해 사회적 거리두기 완화와 무더운 여름 날씨로 물놀이 피서객 급증이 전망됨에 따라 이번 캠페인이 추진됐다.","해양수산부는 4일 행정안전부・해양경찰청・더핑크퐁컴퍼니와 함께 물놀이 안전사고 예방용 홍보 영상 '아기상어 구명조끼송'을 선보인다고 밝혔으며, 올해 사회적 거리두기 완화와 무더운 여름 날씨로 물놀이 피서객 급증이 전망됨에 따라 안전사고 예방 교육을 위해 이번 캠페인이 추진되었다.","해양수산부는 4일 행정안전부, 해양경찰청, 더핑크퐁컴퍼니와 함께 물놀이 안전사고 예방용 홍보 영상 '아기상어 구명조끼송'을 선보인다고 밝혔으며, 올해 사회적 거리두기 완화와 무더운 여름 날씨로 물놀이 피서객 급증이 전망됨에 따라 안전사고 예방 교육을 위해 이번 캠페인이 추진되었다.",-0.2304980754852295,-0.30914947390556335
정부가 23년 만에 외국환거래법 전면 개편에 나서면서 한국의 독자적 금융제재가 가능해질지 주목되는 가운데 기획재정부에 따르면 신외환법 제정에 착수하면서 금융제재와 관련한 외국환거래법 규정도 살펴보고 있다며 필요할 경우 독자적으로 금융제재 대상을 지정할 수 있도록 관련 규정의 신설이나 개정을 검토하고 있는 것으로 알려졌다.,"정부가 23년 만에 외국환거래법 전면 개편에 나서면서 한국의 독자적 금융제재가 가능해질지 주목되는 가운데, 기획재정부에 따르면 신외환법 제정에 착수하면서 금융제재와 관련한 외국환거래법 규정도 검토 중이며, 필요할 경우 독자적으로 금융제재 대상을 지정할 수 있도록 관련 규정의 신설이나 개정을 검토하고 있는 것으로 알려졌다.","정부가 23년 만에 외국환거래법 전면 개편에 나서면서 한국의 독자적 금융제재가 가능해질지 주목되는 가운데, 기획재정부에 따르면 신외환법 제정에 착수하면서 금융제재와 관련한 외국환거래법 규정도 검토 중이며, 필요할 경우 독자적으로 금융제재 대상을 지정할 수 있도록 관련 규정의 신설이나 개정을 검토하고 있는 것으로 알려졌다.",-0.07576148211956024,-0.32001522183418274
이복현 금융감독원장은 긴급 리스크 점검회의를 개최해 서민·취약계층이 금리상승 자산시장 가격조정으로 과도한 상환부담을 겪지 않도록 연착륙 방안을 적극적이고 세밀하게 모색해달라고 밝히며 차주부실 담보가치 하락에 따른 개별 금융사의 유동성·건전성 리스크를 집중적으로 관리해야하며 금융시스템 리스크로 전이되지 않도록 모니터링 강화 및 대응체계를 구체화해달라고 강조했다.,"이복현 금융감독원장은 긴급 리스크 점검회의를 개최하여, 서민과 취약계층이 금리상승과 자산시장 가격조정으로 인해 과도한 상환부담을 겪지 않도록 연착륙 방안을 적극적이고 세밀하게 모색해야 한다고 밝혀, 차주부실로 인한 담보가치 하락에 따른 개별 금융사의 유동성과 건전성 리스크를 집중적으로 관리해야 하며, 금융시스템 리스크로 전이되지 않도록 모니터링을 강화하고 대응체계를 구체화해야 한다고 강조했다.","이복현 금융감독원장은 긴급 리스크 점검회의를 개최하여, 서민과 취약계층이 금리상승과 자산시장 가격조정으로 인해 과도한 상환부담을 겪지 않도록 연착륙 방안을 적극적이고 세밀하게 모색해야 한다고 밝혀, 차주부실로 인한 담보가치 하락에 따른 개별 금융사의 유동성과 건전성 리스크를 집중적으로 관리해야 하며, 금융시스템 리스크로 전이되지 않도록 모니터링을 강화하고 대응체계를 구체화해야 한다고 강조했습니다.",-0.20009329915046692,-1.345991849899292
8일 교육부가 충남대에서 반도체 분야 인재 양성 포럼을 개최하고 고교 단계에서의 반도체 분야 인재 양성 포럼에서 반도체 활용 분야가 증가함에 따라 석·박사급뿐 아니라 고등학교 졸업과 실무를 수행할 인재도 길러야 한다고 밝혔다.,"교육부는 8일 충남대에서 반도체 분야 인재 양성 포럼을 개최하며, 반도체 활용 분야가 증가함에 따라 석·박사급뿐 아니라 고등학교 졸업생들과 실무를 수행할 인재도 함께 양성해야 한다고 밝혔다.","교육부는 8일 충남대에서 반도체 분야 인재 양성 포럼을 개최하며, 반도체 활용 분야가 증가함에 따라 석·박사급뿐 아니라 고등학교 졸업생들과 실무를 수행할 인재도 함께 양성해야 한다고 밝혔습니다.",-0.27137017250061035,-1.4904154539108276
헤럴드경제 증권부 영풍정밀은 금호석유화학과 NB Latex N1 Line 신설Project 전기 계장 자재 공급계약을 113억7만원으로 2021년 매출 대비 14.4%에 해당하는 113억7의 규모로 체결했다고 1일 공시했다.,"헤럴드경제 증권부에 따르면, 영풍정밀은 금호석유화학과 NB Latex N1 Line 신설 프로젝트의 전기 계장 자재 공급 계약을 113억7만원에 체결하여, 이는 2021년 매출 대비 14.4%에 해당하는 113억7의 규모로 이뤄졌다고 1일 공시했다.","헤럴드경제 증권부에 따르면, 영풍정밀은 금호석유화학과 NB Latex N1 Line 신설 프로젝트의 전기 계장 자재 공급 계약을 113억7만원에 체결하여, 이는 2021년 매출 대비 14.4%에 해당하는 113억7의 규모로 이뤄졌다고 1일 공시했다.",-0.11763890087604523,-1.2666070461273193
1일 산업통상자원부가 발표한 상반기 수출입 통계에 따르면 우리나라의 올해 상반기 무역적자가 100억달러를 웃돌며 상반기 기준 역대 최대 규모를 기록한 것으로 나타났다.,"1일 산업통상자원부가 발표한 상반기 수출입 통계에 따르면, 우리나라의 올해 상반기 무역적자가 100억달러를 기록하여 상반기 기준으로는 역대 최대 규모임을 나타냈다.","1일 산업통상자원부가 발표한 상반기 수출입 통계에 따르면, 우리나라의 올해 상반기 무역적자가 100억달러를 기록하여 상반기 기준으로는 역대 최대 규모임을 나타냈습니다.",-0.3531847894191742,-1.3243887424468994
르노코리아자동차는 7월 신차 구매 고객들에게 할인혜택을 제공한다고 1일 밝혔는데 중형 SUV QM6의 경우 RE 시그니처 프리미에르 트림 구입시 30만원 상당의 편의사양 용품 보증연장 구입 지원 프로모션이 적용되며 2023년형 QM6는 RE시그니처 트림부터 드라이빙 어시스트 패키지가 기본 사양으로 적용됐다.,"르노코리아자동차는 7월에 신차를 구매하는 고객들에게 할인 혜택을 제공한다고 1일 밝혔는데, 중형 SUV QM6의 경우 RE 시그니처 프리미에르 트림을 구입하면 30만원 상당의 편의사양 용품 보증연장을 지원하는 프로모션이 적용되며, 2023년형 QM6은 RE시그니처 트림부터 드라이빙 어시스트 패키지가 기본 사양으로 적용되었다.","르노코리아자동차는 7월에 신차를 구매하는 고객들에게 할인 혜택을 제공한다고 1일 밝혔는데, 중형 SUV QM6의 경우 RE 시그니처 프리미에르 트림을 구입하면 30만원 상당의 편의사양 용품 보증연장을 지원하는 프로모션이 적용되며, 2023년형 QM6은 RE시그니처 트림부터 드라이빙 어시스트 패키지가 기본 사양으로 적용되었다.",-0.07103601098060608,-0.792000949382782
송옥렬 공정거래위원장 후보자는 과거 성희롱 발언 논란과 관련해 술을 급하게 마셔서 만취 상태였다는 것이 후회가 많이 된다 며 죄송하고 깊이 반성하고 있다 고 5일 밝혔으며 교수 재직 시절인 지난 2014년 회식자리에서 학생들의 외모에 등급을 매기는 발언을 했다는 의혹에 대해 팩트 대부분은 맞다 며 부정하고 싶은 생각은 없다 며 교수로서 편한 삶을 살아와서 모자란 점이 많다 고 언급했으며 흔히 말하는 낙마도 생각하고 있다 고 덧붙였다.,"송옥렬 공정거래위원장 후보자는 과거 성희롱 발언 논란과 관련해 술을 급하게 마셔서 만취 상태였다는 것이 후회가 많이 된다며 죄송하고 깊이 반성하고 있다고 5일 밝혔으며, 교수 재직 시절인 지난 2014년 회식자리에서 학생들의 외모에 등급을 매기는 발언을 했다는 의혹에 대해 ""팩트 대부분은 맞다""며 부정하고 싶은 생각은 없다고 교수로서 편한 삶을 살아와서 모자란 점이 많다고 언급했으며, 흔히 말하는 낙마도 생각하고 있다고 덧붙였다.","송옥렬 공정거래위원장 후보자는 과거 성희롱 발언 논란과 관련해 술을 급하게 마셔서 만취 상태였다는 것이 후회가 많이 된다며 죄송하고 깊이 반성하고 있다고 5일 밝혔으며, 교수 재직 시절인 지난 2014년 회식자리에서 학생들의 외모에 등급을 매기는 발언을 했다는 의혹에 대해 ""팩트 대부분은 맞다""며 부정하고 싶은 생각은 없다고 교수로서 편한 삶을 살아와서 모자란 점이 많다고 언급했으며, 흔히 말하는 낙마도 생각하고 있다고 덧붙였다.",-0.1292351633310318,-0.7633956670761108
코일그룹은 6일 동대문 디자인플라자에서 열린 코리아 H2 비즈니스 서밋 2022 인베스터데이 에 참가해 수소 생산부터 운송·저장 발전사업까지 아우르는 코오롱 H2 플랫폼 을 구축할 것이라고 발표하고 수소연료전지를 중심으로 전개해 온 사업 분야를 확대 재편해 청정수소 생산부터 운송과 저장 이를 이용한 전력생산까지 원스톱 서비스가 가능한 플랫폼을 마련해 나갈 예정이며 수소 생산분야는 국내 풍력발전 시장을 선도하고 있는 코오롱글로벌과 협업해 진행한다.,"코일그룹은 6일 동대문 디자인플라자에서 열린 코리아 H2 비즈니스 서밋 2022 인베스터데이에 참가하여, 수소 생산부터 운송·저장 발전사업까지 아우르는 코오롱 H2 플랫폼을 구축할 것이라고 발표했으며, 수소연료전지를 중심으로 전개해 온 사업 분야를 확대하고 재편할 예정이며, 수소 생산분야는 국내 풍력발전 시장을 선도하고 있는 코오롱글로벌과 협업하여 진행할 것이다.","코일그룹은 6일 동대문 디자인플라자에서 열린 코리아 H2 비즈니스 서밋 2022 인베스터데이에 참가하여, 수소 생산부터 운송·저장 발전사업까지 아우르는 코오롱 H2 플랫폼을 구축할 것이라고 발표했으며, 수소연료전지를 중심으로 전개해 온 사업 분야를 확대하고 재편할 예정이며, 수소 생산분야는 국내 풍력발전 시장을 선도하고 있는 코오롱글로벌과 협업하여 진행할 것이다.",-0.10427619516849518,-0.6328201293945312
"BNK부산은행이 주택도시보증공사 HUG ‘표준 프로젝트 파이낸싱 PF 및 후분양 표준PF’ 대출의 주관 금융기관으로 선정되어, 오는 6일부터 2년간 각종 주택사업의 사업자 등에 대한 PF 대출을 담당하게 되어 사업장별 금리 차등없이 표준화된 금리를 제공하고 수수료를 면제하는 등 애로사항 해소를 위해 출시된 상품이다.","BNK부산은행이 주택도시보증공사 HUG ‘표준 프로젝트 파이낸싱 PF 및 후분양 표준PF’ 대출의 주관 금융기관으로 선정되어, 오는 6일부터 2년간 각종 주택사업의 사업자 등에 대한 PF 대출을 담당하게 되어 사업장별 금리 차등없이 표준화된 금리를 제공하고 수수료를 면제하는 등 애로사항 해소를 위해 출시된 상품이다.","BNK부산은행이 주택도시보증공사 HUG ‘표준 프로젝트 파이낸싱 PF 및 후분양 표준PF’ 대출의 주관 금융기관으로 선정되어, 오는 6일부터 2년간 각종 주택사업의 사업자 등에 대한 PF 대출을 담당하게 되어 사업장별 금리 차등없이 표준화된 금리를 제공하고 수수료를 면제하는 등 애로사항 해소를 위해 출시된 상품이다.",-0.09972725063562393,-0.09972720593214035
야놀자는 올해 초 코로나19 확산으로 격리공간 수요가 증가함에 따라 서울시와 협약을 체결하고 재택환자 동거가족을 위한 ‘가족안심숙소’를 제공했으며 브랜드호텔 에이치애비뉴 2개점의 전 객실을 무상으로 지원해 총 1천5백여 명의 안전한 일상 복귀를 도왔다.,"야놀자는 올해 초 코로나19 확산으로 격리공간 수요가 증가함에 따라 서울시와 협약을 체결하여 재택환자 동거가족을 위한 ‘가족안심숙소’를 제공했으며, 브랜드호텔 에이치애비뉴 2개점의 전 객실을 무상으로 지원하여 총 1천5백여 명의 안전한 일상 복귀를 도왔다.","야놀자는 올해 초 코로나19 확산으로 격리공간 수요가 증가함에 따라 서울시와 협약을 체결하여 재택환자 동거가족을 위한 ‘가족안심숙소’를 제공했으며, 브랜드호텔 에이치애비뉴 2개점의 전 객실을 무상으로 지원하여 총 1천5백여 명의 안전한 일상 복귀를 도왔다.",-0.09358808398246765,-0.22496700286865234
국토교통부는 6일 선도적으로 규제 혁신을 추진하기 위해 국토교통 규제개혁 혁신방안 을 시행한다고 밝혔으며 이를 위해 이날 오후 정부서울청사에서 민간위원 36명으로 구성된 국토교통 규제개혁위원회를 출범시키고 첫 회의를 열었다.,"국토교통부는 6일 선도적으로 규제 혁신을 추진하기 위해 국토교통 규제개혁 혁신방안을 시행한다고 밝히며, 이를 위해 이날 오후 정부서울청사에서 민간위원 36명으로 구성된 국토교통 규제개혁위원회를 출범시키고 첫 회의를 열었습니다.","국토교통부는 6일 선도적으로 규제 혁신을 추진하기 위해 국토교통 규제개혁 혁신방안을 시행하며, 이를 위해 이날 오후 정부서울청사에서 민간위원 36명으로 구성된 국토교통 규제개혁위원회를 출범시키고 첫 회의를 열었습니다.",-0.3663412928581238,-0.6287227272987366
부동산 투기 의혹 및 정치자금 유용 의혹으로 구설에 올랐던 김승희 보건복지부 장관 후보자가 4일 지명된 지 39일 만에 자진 사퇴하여 복지부는 5월 23일 정호영 전 후보자에 이어 장관 후보자가 연속으로 낙마한 첫 부처라는 불명예를 얻게 됐다.,"부동산 투기 의혹과 정치자금 유용 의혹으로 구설에 올랐던 김승희 보건복지부 장관 후보자가 4일 지명된 지 39일 만에 자진 사퇴하여, 복지부는 5월 23일 정호영 전 후보자에 이어 장관 후보자가 연속으로 낙마한 첫 부처로 불명예를 얗다.","부동산 투기 의혹과 정치자금 유용 의혹으로 구설에 올랐던 김승희 보건복지부 장관 후보자가 4일 지명된 지 39일 만에 자진 사퇴하여, 복지부는 5월 23일 정호영 전 후보자에 이어 장관 후보자가 연속으로 낙마한 첫 부처로 불명예를 얗다.",-0.12471336126327515,-0.8575145602226257
CJ푸드빌의 제빵 전문점 뚜레쥬르는 국내외 원부재료 가격 가공비 물류비 등 제반 비용 급증에 따른 불가피한 조치로 약 80개 제품의 가격을 평균 9.5% 올렸고 실제로 올리는 시점은 이달 중순이라고 6일 밝혔다.,"CJ푸드빌의 제빵 전문점 뚜레쥬르는 국내외 원부재료 가격, 가공비, 물류비 등 제반 비용 급증으로 약 80개 제품의 가격을 평균 9.5% 인상하는 불가피한 조치를 이달 중순에 실시할 것이라고 6일 밝혔다.","CJ푸드빌의 제빵 전문점 뚜레쥬르는 국내외 원부재료 가격, 가공비, 물류비 등 제반 비용 급증으로 약 80개 제품의 가격을 평균 9.5% 인상하는 불가피한 조치를 이달 중순에 실시할 것이라고 6일 밝혔다.",-0.06103502959012985,-1.0860906839370728
"금융금융을 시작으로 4대 금융그룹의 하반기 경영전략회의가 잇따라 개최되며 급변하는 시장 환경에 맞춘 새로운 청사진이 필요한 시점이고, 가파른 상승 곡선을 그리고 있는 금리는 올해 하반기 경영의 핵심 키워드가 될 것으로 보인다.","금융을 시작으로 4대 금융그룹의 하반기 경영전략회의가 잇따라 개최되며, 급변하는 시장 환경에 맞춘 새로운 청사진이 필요한 시점이며, 가파른 상승 곡선을 그리고 있는 금리는 올해 하반기 경영의 핵심 키워드가 될 것으로 보인다.","금융을 시작으로 4대 금융그룹의 하반기 경영전략회의가 잇따라 개최되며, 급변하는 시장 환경에 맞춘 새로운 청사진이 필요한 시점이며, 가파른 상승 곡선을 그리고 있는 금리는 올해 하반기 경영의 핵심 키워드가 될 것으로 보인다.",-0.27996787428855896,-0.5653684735298157
